"period","flux_2.5","flux_97.5","mean_flux"
"0~1",0.0376392281175352,1.62945734848782,NA
"1~2",1.5782675108087,8.84905680238906,NA
"2~3",1.17786099508898,9.14973698027042,NA
"3~4",0.398684601657777,3.67790300128407,NA
"4~5",1.50127809582505,21.7388608048796,NA
"5~6",0.687813116993728,3.65333302270852,NA
"6~7",1.2203787346778,10.8516895744024,NA
"7~8",1.76140134727001,6.48656984329503,NA
