"change_diff_eb","site","date","nl"
0.0102072395117814,"Deans",2022-08-16,2
0.0152547052394047,"Deans",2022-08-16,2
0.0104043029165445,"Deans",2022-08-16,2
0.0191689206900697,"Deans",2022-08-16,2
0.0535591837285899,"Deans",2022-08-16,2
0.0132104583441921,"Deans",2022-08-16,2
0.00759970499923239,"Deans",2022-08-16,2
0.00147086996542684,"Deans",2022-08-16,2
0.0086372453338915,"Deans",2022-08-16,2
0.00985770935567966,"Deans",2022-08-16,2
0.0106413082675158,"Deans",2022-08-16,2
0.0368135724125528,"Deans",2022-08-16,2
0.0128701528956117,"Deans",2022-08-16,2
0.0185300326423788,"Deans",2022-08-16,2
0.00285251983692211,"Deans",2022-08-16,2
0.00952411056546888,"Deans",2022-08-16,2
0.00511836156392987,"Deans",2022-08-16,2
0.0089211681157336,"Deans",2022-08-16,2
0.0159226691838887,"Deans",2022-08-16,2
0.0123577367843898,"Deans",2022-08-16,2
0.0370255012326697,"Deans",2022-08-16,2
0.00499294137730306,"Deans",2022-08-16,2
0.0621753567868092,"Deans",2022-08-16,2
0.0196080065643471,"Deans",2022-08-16,2
0.0189900289359885,"Deans",2022-08-16,2
0.0185965232399721,"Deans",2022-08-16,2
0.0288483200024055,"Deans",2022-08-16,2
0.00333275264712151,"Deans",2022-08-16,2
0.0192674332317731,"Deans",2022-08-16,2
0.0255315490960641,"Deans",2022-08-16,2
0.0105187093924375,"Deans",2022-08-16,2
0.0386084582787732,"Deans",2022-08-16,2
0.0229576904788326,"Deans",2022-08-16,2
0.00404181083310432,"Deans",2022-08-16,2
0.0124240267125087,"Deans",2022-08-16,2
0.0254525375762188,"Deans",2022-08-16,2
0,"Deans",2022-08-16,2
0.00519804671498429,"Deans",2022-08-16,2
0.0148333886321242,"Deans",2022-08-16,2
0.0232003336262766,"Deans",2022-08-16,2
0.0249774174120724,"Deans",2022-08-16,2
0.0215874421086114,"Deans",2022-08-16,2
0.00759269462984083,"Deans",2022-08-16,2
0.0239432455014741,"Deans",2022-08-16,2
0.00731297870448681,"Deans",2022-08-16,2
0.00866307609431349,"Deans",2022-08-16,2
0.0112716391562461,"Deans",2022-08-16,2
0.0160010620450999,"Deans",2022-08-16,2
0.013651977352555,"Deans",2022-08-16,2
0.00394121533689977,"Deans",2022-08-16,2
3.59519343075517e-05,"Deans",2022-08-16,2
0.0436175435553189,"Deans",2022-08-16,2
0.0302415717850262,"Deans",2022-08-16,2
0.0242290028252744,"Deans",2022-08-16,2
0.0204937528303675,"Deans",2022-08-16,2
0.032530695698659,"Deans",2022-08-16,2
0,"Deans",2022-08-16,2
0.0635289334763631,"Deans",2022-08-16,2
0.147141207801899,"Deans",2022-08-16,2
0.0113793246911405,"Deans",2022-08-16,2
0.032886267285544,"Deans",2022-08-16,2
0.0176272627624442,"Deans",2022-08-16,2
0.0125910933966119,"Deans",2022-08-16,2
0.0168666594439843,"Deans",2022-08-16,2
0.0245037992508184,"Deans",2022-08-16,2
0.00396220005898689,"Deans",2022-08-16,2
0.0239368868001917,"Deans",2022-08-16,2
0.0045478277703734,"Deans",2022-08-16,2
0.0120273972638589,"Deans",2022-08-16,2
0.0150852568606397,"Deans",2022-08-16,2
0.0106657723875051,"Deans",2022-08-16,3
0.00747683903731741,"Deans",2022-08-16,3
0.0194437728043089,"Deans",2022-08-16,3
0.0235839870024509,"Deans",2022-08-16,3
0.0173650468879035,"Deans",2022-08-16,3
0.0338863958739334,"Deans",2022-08-16,3
0.0360568164882013,"Deans",2022-08-16,3
0.0162808790552252,"Deans",2022-08-16,3
0.0771630470521884,"Deans",2022-08-16,3
0.00961916818268892,"Deans",2022-08-16,3
0.030403231386995,"Deans",2022-08-16,3
0.0678746747560576,"Deans",2022-08-16,3
0.045112467544989,"Deans",2022-08-16,3
0.0262057883986657,"Deans",2022-08-16,3
0.0067264521768098,"Deans",2022-08-16,3
0.0340112959121925,"Deans",2022-08-16,3
0.0171655808946252,"Deans",2022-08-16,3
0.0654316961504728,"Deans",2022-08-16,3
0.00941417180694609,"Deans",2022-08-16,3
0.00959190502809298,"Deans",2022-08-16,3
0.0133527733686273,"Deans",2022-08-16,3
0.00988099369209238,"Deans",2022-08-16,3
0.0119579072574491,"Deans",2022-08-16,3
0.0303255765792556,"Deans",2022-08-16,3
0.00411759993349046,"Deans",2022-08-16,3
0.0662728037903171,"Deans",2022-08-16,3
0.0130341198528594,"Deans",2022-08-16,3
0.0109082834031271,"Deans",2022-08-16,3
0.0241740459930317,"Deans",2022-08-16,3
0.0151346463820322,"Deans",2022-08-16,3
0.0173455464600265,"Deans",2022-08-16,3
0.0504395357295035,"Deans",2022-08-16,3
0.00440489357043133,"Deans",2022-08-16,3
0.0039082978469463,"Deans",2022-08-16,3
0.0797024235495491,"Deans",2022-08-16,3
0.0119761505203061,"Deans",2022-08-16,3
0.0157312263677751,"Deans",2022-08-16,3
0.0121588142614684,"Deans",2022-08-16,3
0.00614616807973214,"Deans",2022-08-16,3
0.0136689889643583,"Deans",2022-08-16,3
0.00814450423056496,"Deans",2022-08-16,3
0.0305116835745608,"Deans",2022-08-16,3
0.0234612327137633,"Deans",2022-08-16,3
0.0758671368546904,"Deans",2022-08-16,3
0.0074249918241883,"Deans",2022-08-16,3
0.00338505098600514,"Deans",2022-08-16,3
0.0109988876210921,"Deans",2022-08-16,3
0.0915391796223486,"Deans",2022-08-16,3
0.00414788427869628,"Deans",2022-08-16,3
0.0106334239039137,"Deans",2022-08-16,3
0.0125224972746021,"Deans",2022-08-16,3
0.0685462232963446,"Deans",2022-08-16,3
0.0223551812422008,"Deans",2022-08-16,3
0.0205088440521749,"Deans",2022-08-16,3
0.0169514211953211,"Deans",2022-08-16,3
0.0123339319942302,"Deans",2022-08-16,3
0.0143227085427155,"Deans",2022-08-16,3
0.0293081729626625,"Deans",2022-08-16,3
0.00735182012237651,"Deans",2022-08-16,3
0.0345920116729386,"Deans",2022-08-16,3
0.0377936126597296,"Deans",2022-08-16,3
0.0131352770841253,"Deans",2022-08-16,3
0.0278375452282314,"Deans",2022-08-16,3
0.0108088779009975,"Deans",2022-08-16,3
0.0596410179274999,"Deans",2022-08-16,3
0.0109910474532314,"Deans",2022-08-16,3
0.0188182938124205,"Deans",2022-08-16,3
0.0182176551799883,"Deans",2022-08-16,3
0.00333617715159711,"Deans",2022-08-16,3
0.00908823731500123,"Deans",2022-08-16,3
0.00762380671179216,"Deans",2022-08-16,3
0.00642716743278698,"Deans",2022-08-16,3
0.00849867102176985,"Deans",2022-08-16,3
0.0251349080008169,"Deans",2022-08-16,3
0.0264850773714376,"Deans",2022-08-16,3
0.0798816079670502,"Deans",2022-08-16,3
0.00581929968345305,"Deans",2022-08-16,3
0.093415816592005,"Deans",2022-08-16,3
0.0121916853411577,"Deans",2022-08-16,3
0.0234348020613951,"Deans",2022-08-16,3
0.0083647771476744,"Deans",2022-08-16,3
0.00310573926555096,"Deans",2022-08-16,3
0.0162653720417818,"Deans",2022-08-16,3
0.00579819673566993,"Deans",2022-08-16,3
0.00301590314029282,"Deans",2022-08-16,3
0.00500241073736894,"Deans",2022-08-16,3
0.0256607079919263,"Deans",2022-08-16,3
0.0186832528503921,"Deans",2022-08-16,3
0.0171967681094053,"Deans",2022-08-16,3
0.0140950465018201,"Deans",2022-08-16,3
0.0213222783066108,"Deans",2022-08-16,3
0.0249312486245216,"Deans",2022-08-16,3
0.00537097702207563,"Deans",2022-08-16,3
0.00824390398690506,"Deans",2022-08-16,3
0.0213005719206237,"Deans",2022-08-16,3
0.00815820842176454,"Deans",2022-08-16,3
0.0419512578895115,"Deans",2022-08-16,3
0.0846534718178571,"Deans",2022-08-16,3
0.00667734917737277,"Deans",2022-08-16,3
0.0165757169177784,"Deans",2022-08-16,3
0.0145692623051228,"Deans",2022-08-16,4
0.0263806681305238,"Deans",2022-08-16,4
0.0222564470501284,"Deans",2022-08-16,4
0.0147377442075629,"Deans",2022-08-16,4
0.0219858908990766,"Deans",2022-08-16,4
0.00168155509891869,"Deans",2022-08-16,4
0.00787362678318306,"Deans",2022-08-16,4
0.029209971412468,"Deans",2022-08-16,4
0.0635920031903731,"Deans",2022-08-16,4
0.0152809107625725,"Deans",2022-08-16,4
0.0110948115367746,"Deans",2022-08-16,4
0.0257329310983643,"Deans",2022-08-16,4
0.0103902714042867,"Deans",2022-08-16,4
0.0609488976247459,"Deans",2022-08-16,4
0.0170091200449393,"Deans",2022-08-16,4
0.00407658581827166,"Deans",2022-08-16,4
0.0212628923087503,"Deans",2022-08-16,4
0.0150856692343581,"Deans",2022-08-16,4
0.0126377805614646,"Deans",2022-08-16,4
0.00767634603693857,"Deans",2022-08-16,4
0.0188098955564108,"Deans",2022-08-16,4
0.0780696173044116,"Deans",2022-08-16,4
0.0154586891788264,"Deans",2022-08-16,4
0.00849220616168371,"Deans",2022-08-16,4
0.0216691651028094,"Deans",2022-08-16,4
0.00791811900119292,"Deans",2022-08-16,4
0.00779970769771951,"Deans",2022-08-16,4
0.0137569752449292,"Deans",2022-08-16,4
0.0389710712636251,"Deans",2022-08-16,4
0.0150133666586221,"Deans",2022-08-16,4
0.00944017645509415,"Deans",2022-08-16,4
0.0194715507720748,"Deans",2022-08-16,4
0.0341794150882127,"Deans",2022-08-16,4
0.0145062507036846,"Deans",2022-08-16,4
0.0481427391907681,"Deans",2022-08-16,4
0.0155263307578431,"Deans",2022-08-16,4
0.0272911854857945,"Deans",2022-08-16,4
0.00481527277244944,"Deans",2022-08-16,4
0.0101244481211433,"Deans",2022-08-16,4
0.0720324730306998,"Deans",2022-08-16,4
0.00989759357607728,"Deans",2022-08-16,4
0.0202455449411802,"Deans",2022-08-16,4
0.050367384482397,"Deans",2022-08-16,4
0.0280116466515538,"Deans",2022-08-16,4
0.0315960886136131,"Deans",2022-08-16,4
0.00923328924712243,"Deans",2022-08-16,4
0.00734333392066458,"Deans",2022-08-16,4
0.0125223571368432,"Deans",2022-08-16,4
0.0410432844523608,"Deans",2022-08-16,4
0.0344138207893794,"Deans",2022-08-16,4
0.0204580017083831,"Deans",2022-08-16,4
0.0125473664923773,"Deans",2022-08-16,4
0.0178114711704253,"Deans",2022-08-16,4
0.00520775799675414,"Deans",2022-08-16,4
0.00567898152070648,"Deans",2022-08-16,4
0.0467729131619059,"Deans",2022-08-16,4
0.00294342993180118,"Deans",2022-08-16,4
0.0268151211819957,"Deans",2022-08-16,4
0.00740299507819913,"Deans",2022-08-16,4
0.0464464901680296,"Deans",2022-08-16,4
0.0293846476040959,"Deans",2022-08-16,4
0.0159008819032029,"Deans",2022-08-16,4
0.00897216262316587,"Deans",2022-08-16,4
0.0276965871604727,"Deans",2022-08-16,4
0.022005013337938,"Deans",2022-08-16,4
0.0652834834590536,"Deans",2022-08-16,4
0.0225148032483955,"Deans",2022-08-16,4
0.00809780073428172,"Deans",2022-08-16,4
0.0276388733503831,"Deans",2022-08-16,4
0.0352754397841793,"Deans",2022-08-16,4
0.0652102730246013,"Deans",2022-08-16,4
0.015991235842735,"Deans",2022-08-16,4
0.00697077941599539,"Deans",2022-08-16,4
0.02629235673627,"Deans",2022-08-16,4
0.00877722268348805,"Deans",2022-08-16,4
0.00908086462991243,"Deans",2022-08-16,4
0.0261910395709645,"Deans",2022-08-16,4
0.00795843943935009,"Deans",2022-08-16,4
0.019196927368955,"Deans",2022-08-16,4
0.0463522491178275,"Deans",2022-08-16,4
0.0217940950260697,"Deans",2022-08-16,4
0.0305353448710532,"Deans",2022-08-16,4
0.0248696021091769,"Deans",2022-08-16,4
0.00991591939389708,"Deans",2022-08-16,4
0.0278766900562195,"Deans",2022-08-16,4
0.0135799780889177,"Deans",2022-08-16,4
0.0337387982321082,"Deans",2022-08-16,4
0.0106029691220074,"Deans",2022-08-16,4
0.0200018378545829,"Deans",2022-08-16,4
0.0195442620335593,"Deans",2022-08-16,4
0.0229943649789485,"Deans",2022-08-16,4
0.0422796165624892,"Deans",2022-08-16,4
0.0244268182205945,"Deans",2022-08-16,4
0.0407692174648062,"Deans",2022-08-16,4
0.0158442396578519,"Deans",2022-08-16,4
0.0132862536185341,"Deans",2022-08-16,4
0.0132457749574939,"Deans",2022-08-16,4
0.0223630114679869,"Deans",2022-08-16,4
0.01501314505556,"Deans",2022-08-16,4
0.0154336251576689,"Deans",2022-08-16,4
0.0163666960152398,"Deans",2022-08-16,5
0.0219553542039663,"Deans",2022-08-16,5
0.00766944562931114,"Deans",2022-08-16,5
0.00804713313000753,"Deans",2022-08-16,5
0.0614919617006902,"Deans",2022-08-16,5
0.0125849149455273,"Deans",2022-08-16,5
0.00761369980671176,"Deans",2022-08-16,5
0.0264895995267392,"Deans",2022-08-16,5
0.0255619745443951,"Deans",2022-08-16,5
0.0065589715617733,"Deans",2022-08-16,5
0.0087999375853818,"Deans",2022-08-16,5
0.0300876143324203,"Deans",2022-08-16,5
0.00651196273368797,"Deans",2022-08-16,5
0.00707414504214131,"Deans",2022-08-16,5
0.0377849243183509,"Deans",2022-08-16,5
0.0112423538930049,"Deans",2022-08-16,5
0.0104965822579693,"Deans",2022-08-16,5
0.00761727961362343,"Deans",2022-08-16,5
0.0162481377249532,"Deans",2022-08-16,5
0.0258551946062094,"Deans",2022-08-16,5
0.0460585131875114,"Deans",2022-08-16,5
0.0197009840659127,"Deans",2022-08-16,5
0.019707390862398,"Deans",2022-08-16,5
0.00386526016878988,"Deans",2022-08-16,5
0.0107270557636685,"Deans",2022-08-16,5
0.00926044828473901,"Deans",2022-08-16,5
0.0051338996028984,"Deans",2022-08-16,5
0.0212962921943414,"Deans",2022-08-16,5
0.0123894499370647,"Deans",2022-08-16,5
0.0284331592760241,"Deans",2022-08-16,5
0.0217101645479884,"Deans",2022-08-16,5
0.0192608574096559,"Deans",2022-08-16,5
0.018679648372345,"Deans",2022-08-16,5
0.0392094233918349,"Deans",2022-08-16,5
0.018978374242556,"Deans",2022-08-16,5
0.02128996870532,"Deans",2022-08-16,5
0.0553765290178616,"Deans",2022-08-16,5
0.0283571647458489,"Deans",2022-08-16,5
0.00250945758380958,"Deans",2022-08-16,5
0.00675313402548679,"Deans",2022-08-16,5
0.0296343526730319,"Deans",2022-08-16,5
0.00657550059300261,"Deans",2022-08-16,5
0.014683420236038,"Deans",2022-08-16,5
0.0641332597463667,"Deans",2022-08-16,5
0.0305347851207562,"Deans",2022-08-16,5
0.00308207224501955,"Deans",2022-08-16,5
0.0408502466108713,"Deans",2022-08-16,5
0.0567080754180296,"Deans",2022-08-16,5
0.021419271369054,"Deans",2022-08-16,5
0.009731856150188,"Deans",2022-08-16,5
0.0192740033036166,"Deans",2022-08-16,5
0.00554170684375307,"Deans",2022-08-16,5
0.0175099866102163,"Deans",2022-08-16,5
0.0118170675127357,"Deans",2022-08-16,5
0.0648663151231517,"Deans",2022-08-16,5
0.020889347994545,"Deans",2022-08-16,5
0.0307582258593098,"Deans",2022-08-16,5
0.0109825330052562,"Deans",2022-08-16,5
0.013841387816334,"Deans",2022-08-16,5
0.0271986037154042,"Deans",2022-08-16,5
0.0113217429474063,"Deans",2022-08-16,5
0.0166187864257421,"Deans",2022-08-16,5
0.026284337326271,"Deans",2022-08-16,5
0.0156315353480999,"Deans",2022-08-16,5
0.0210225073528892,"Deans",2022-08-16,5
0.00946668825478382,"Deans",2022-08-16,5
0.0133574408291314,"Deans",2022-08-16,5
0.0156957973418313,"Deans",2022-08-16,5
0.0379779463589704,"Deans",2022-08-16,5
0.0104202753307497,"Deans",2022-08-16,5
0.0254299678588904,"Deans",2022-08-16,5
0.0184639680602434,"Deans",2022-08-16,5
0.00838247397670793,"Deans",2022-08-16,5
0.0336359532482516,"Deans",2022-08-16,5
0.00378263513845211,"Deans",2022-08-16,5
0.0229602512018038,"Deans",2022-08-16,5
0.0169367360742994,"Deans",2022-08-16,5
0.0138522291669156,"Deans",2022-08-16,5
0.0070586532824083,"Deans",2022-08-16,5
0.0379059151950758,"Deans",2022-08-16,5
0.0258918218274129,"Deans",2022-08-16,5
0.0527613112644821,"Deans",2022-08-16,5
0.00992006869267824,"Deans",2022-08-16,5
0.00839190469781626,"Deans",2022-08-16,5
0.0202684242448485,"Deans",2022-08-16,5
0.00678432258824958,"Deans",2022-08-16,5
0.0510635806826297,"Deans",2022-08-16,5
0.0504271441527037,"Deans",2022-08-16,5
0.0109390317062425,"Deans",2022-08-16,5
0.0101601769748181,"Deans",2022-08-16,5
0.016171626363637,"Deans",2022-08-16,5
0.016996809384389,"Deans",2022-08-16,5
0.0188866048592561,"Deans",2022-08-16,5
0.00534162561479247,"Deans",2022-08-16,5
0.0153297271642802,"Deans",2022-08-16,5
0.0163311600700954,"Deans",2022-08-16,5
0.0324049965370127,"Deans",2022-08-16,5
0.0188522528150814,"Deans",2022-08-16,5
0.0334241501452909,"Deans",2022-08-16,5
0.0250237792966194,"Deans",2022-08-16,5
0.0179461557243281,"Deans",2022-08-16,6
0.018136426748948,"Deans",2022-08-16,6
0.0162932884725799,"Deans",2022-08-16,6
0.0100700208469224,"Deans",2022-08-16,6
0.0513852611642067,"Deans",2022-08-16,6
0.0153093158190547,"Deans",2022-08-16,6
0.0191140467412439,"Deans",2022-08-16,6
0.019279317707705,"Deans",2022-08-16,6
0.027807074176898,"Deans",2022-08-16,6
0.0207991835524976,"Deans",2022-08-16,6
0.0125255414650381,"Deans",2022-08-16,6
0.0161707933421596,"Deans",2022-08-16,6
0.0160777854968328,"Deans",2022-08-16,6
0.0245818473544432,"Deans",2022-08-16,6
0.0471817370225528,"Deans",2022-08-16,6
0.0107842627062259,"Deans",2022-08-16,6
0.0146748619050346,"Deans",2022-08-16,6
0.0616430289537604,"Deans",2022-08-16,6
0.0113941495445735,"Deans",2022-08-16,6
0.0129894752715855,"Deans",2022-08-16,6
0.0340749860767699,"Deans",2022-08-16,6
0.0343338326330365,"Deans",2022-08-16,6
0.0190962725895897,"Deans",2022-08-16,6
0.0231643991651761,"Deans",2022-08-16,6
0.0298417757374527,"Deans",2022-08-16,6
0.023012468439198,"Deans",2022-08-16,6
0.0144683424948468,"Deans",2022-08-16,6
0.0140261830852137,"Deans",2022-08-16,6
0.0292597493000506,"Deans",2022-08-16,6
0.01944269188041,"Deans",2022-08-16,6
0.0104253208020893,"Deans",2022-08-16,6
0.0219062143695492,"Deans",2022-08-16,6
0.00654637444918726,"Deans",2022-08-16,6
0.00880039366336739,"Deans",2022-08-16,6
0.0211301402973264,"Deans",2022-08-16,6
0.0259630629008158,"Deans",2022-08-16,6
0.0161219609711758,"Deans",2022-08-16,6
0.0199033554855646,"Deans",2022-08-16,6
0.0228819721894527,"Deans",2022-08-16,6
0.0151529432939681,"Deans",2022-08-16,6
0.0170663769374008,"Deans",2022-08-16,6
0.0146162888010362,"Deans",2022-08-16,6
0.0139438614273918,"Deans",2022-08-16,6
0.0326400353019475,"Deans",2022-08-16,6
0.00766147613990207,"Deans",2022-08-16,6
0.0331266771861866,"Deans",2022-08-16,6
0.0084368863400226,"Deans",2022-08-16,6
0.0203663611776422,"Deans",2022-08-16,6
0.0241444752472051,"Deans",2022-08-16,6
0.0101142466848383,"Deans",2022-08-16,6
0.0172122014066455,"Deans",2022-08-16,6
0.0215359169214294,"Deans",2022-08-16,6
0.0367060287694957,"Deans",2022-08-16,6
0.0236114480372816,"Deans",2022-08-16,6
0.0171247237898469,"Deans",2022-08-16,6
0.0526981567908809,"Deans",2022-08-16,6
0.0174953913610967,"Deans",2022-08-16,6
0.0146881273532183,"Deans",2022-08-16,6
0.0395791453708538,"Deans",2022-08-16,6
0.0604780706842512,"Deans",2022-08-16,6
0.0234533183940255,"Deans",2022-08-16,6
0.028439141004049,"Deans",2022-08-16,6
0.0480969398379287,"Deans",2022-08-16,6
0.0100915434138153,"Deans",2022-08-16,6
0.011924466118604,"Deans",2022-08-16,6
0.0388346770405505,"Deans",2022-08-16,6
0.0209284123509097,"Deans",2022-08-16,6
0.0153529828498363,"Deans",2022-08-16,6
0.00487516225415858,"Deans",2022-08-16,6
0.0196148432818384,"Deans",2022-08-16,6
0.0123239909147316,"Deans",2022-08-16,6
0.0510462447100344,"Deans",2022-08-16,6
0.010075563304759,"Deans",2022-08-16,6
0.0121959848088813,"Deans",2022-08-16,6
0.00496538691159855,"Deans",2022-08-16,6
0.0343106367210324,"Deans",2022-08-16,6
0.0113516310794857,"Deans",2022-08-16,6
0.045146467829873,"Deans",2022-08-16,6
0.0441328279428148,"Deans",2022-08-16,6
0.00650578120403959,"Deans",2022-08-16,6
0.02798473345153,"Deans",2022-08-16,6
0.0215220080287042,"Deans",2022-08-16,6
0.00670532991721718,"Deans",2022-08-16,6
0.0196657982872796,"Deans",2022-08-16,6
0.040411722560939,"Deans",2022-08-16,6
0.012810628587928,"Deans",2022-08-16,6
0.0123760243148677,"Deans",2022-08-16,6
0.0502076760391337,"Deans",2022-08-16,6
0.0434911664223721,"Deans",2022-08-16,6
0.0139039697161475,"Deans",2022-08-16,6
0.0112739575163369,"Deans",2022-08-16,6
0.0214640410124305,"Deans",2022-08-16,6
0.0110980361286913,"Deans",2022-08-16,6
0.0229062859199427,"Deans",2022-08-16,6
0.014232879750818,"Deans",2022-08-16,6
0.0116674851559935,"Deans",2022-08-16,6
0.0136485937688695,"Deans",2022-08-16,6
0.00782242386083523,"Deans",2022-08-16,6
0.0161877760256802,"Deans",2022-08-16,6
0.0318297834123973,"Deans",2022-08-16,6
0.0309117735092187,"Deans",2022-08-16,7
0.0200885473593169,"Deans",2022-08-16,7
0.0144281317458529,"Deans",2022-08-16,7
0.0104953729844036,"Deans",2022-08-16,7
0.0278244983073296,"Deans",2022-08-16,7
0.00766612531286318,"Deans",2022-08-16,7
0.00809989416797968,"Deans",2022-08-16,7
0.0217549508050833,"Deans",2022-08-16,7
0.0206270616999872,"Deans",2022-08-16,7
0.0449608994950224,"Deans",2022-08-16,7
0.030851746797742,"Deans",2022-08-16,7
0.0140890974459428,"Deans",2022-08-16,7
0.0224863593651072,"Deans",2022-08-16,7
0.0327809945721197,"Deans",2022-08-16,7
0.00867357622085144,"Deans",2022-08-16,7
